Entity,Code,Year,Oil,Gas,Coal,Hydropower,Solar,Wind,Nuclear,Other renewables
Africa,,1965,341.07257,9.57193,323.49615,13.905635,0,0,0,0
Africa,,1966,369.46457,10.6980915,323.12222,15.510004,0,0,0,0
Africa,,1967,368.28156,10.573844,330.2916,16.190636,0,0,0,0
Africa,,1968,389.57162,10.717145,343.51288,18.938341,0,0,0,0
Africa,,1969,397.3726,12.520175,346.64288,22.10089,0,0,0,0
Africa,,1970,434.28757,15.5485,360.75693,27.63043,0,0,0,0
Africa,,1971,472.22516,18.405264,383.0123,26.013391,0,0,0,0.164
Africa,,1972,509.09583,24.670658,384.21082,29.633196,0,0,0,0.165
Africa,,1973,549.6427,39.551792,408.91034,31.345707,0,0,0,0.17
Africa,,1974,570.538,44.518486,425.6462,35.667076,0,0,0,0.175
Africa,,1975,598.6075,53.63838,451.0805,37.71797,0,0,0,0.172
Africa,,1976,651.3652,60.98139,481.07416,41.797634,0,0,0,0.185
Africa,,1977,692.9117,68.23419,491.69846,45.92877,0,0,0,0.189
Africa,,1978,730.7279,97.369896,477.8156,46.30694,0,0,0,0.195
Africa,,1979,770.22455,148.84282,507.24698,49.56523,0,0,0,0.201
Africa,,1980,818.9584,186.91397,543.55707,48.311783,0,0,0,0.207
Africa,,1981,887.7277,228.49115,635.79877,50.192905,0,0,0,0.218
Africa,,1982,930.6774,246.73354,701.17584,50.206238,0,0,0,0.236
Africa,,1983,964.2179,271.27536,713.2461,45.24716,0,0,0,0.23
Africa,,1984,978.6124,259.9028,762.8979,44.489975,0,0,3.925,0.234
Africa,,1985,1003.6883,278.84274,787.1659,49.449684,0,0,5.315,0.269
Africa,,1986,979.9832,313.27118,805.356,51.145374,0,0,8.803,0.659
Africa,,1987,1037.7959,323.38437,828.3197,49.05646,0,0,6.167,0.658
Africa,,1988,1081.3895,358.44455,890.1608,53.593456,0,0,10.493,0.626
Africa,,1989,1117.3824,371.47104,835.6209,56.276215,0,0,11.099,0.617
Africa,,1990,1138.2854,398.6454,877.6783,57.254658,0,0,8.449,0.80574995
Africa,,1991,1142.5394,401.6356,853.76215,60.65149,0,0,9.144,0.8217477
Africa,,1992,1162.5455,421.27026,858.8311,57.86029,0,0,9.288,0.85394657
Africa,,1993,1175.4089,412.64398,871.7139,56.682507,0,0.002,7.255,0.94937193
Africa,,1994,1213.8041,431.82797,894.4478,57.59605,0,0.0054,9.697,0.84669536
Africa,,1995,1253.9824,461.2435,922.4713,59.75028,0,0.0063,11.301,1.028464
Africa,,1996,1282.5608,484.19174,935.2283,62.29786,0,0.0071,11.775,1.2678369
Africa,,1997,1322.649,474.47556,959.0191,63.831898,0,0.0072,12.647,1.3963903
Africa,,1998,1351.2659,499.337,937.039,66.654884,0,0.0076,13.601,1.724236
Africa,,1999,1400.9159,504.01962,966.0107,70.684265,0,0.0198,12.837,1.7097833
Africa,,2000,1408.781,556.8223,963.7305,75.30208,0.012091,0.1755,13.01,2.2749128
Africa,,2001,1431.3003,634.63617,975.9263,80.910614,0.015053,0.41558,10.719,2.3482146
Africa,,2002,1465.1776,670.63605,934.42163,85.06818,0.016457712,0.443584,11.990999,2.3121176
Africa,,2003,1499.0969,711.5361,1017.0484,82.617035,0.019282296,0.535599,12.662999,2.6455586
Africa,,2004,1569.3588,830.44904,1119.162,87.22669,0.02325488,0.7682815,13.365123,3.0130265
Africa,,2005,1643.527,808.0279,1039.073,88.84313,0.027105464,0.7803882,11.292654,3.0694032
Africa,,2006,1669.9397,843.7478,1054.0972,92.05469,0.03509121,0.852607,10.025999,3.8381698
Africa,,2007,1727.311,900.4146,1071.6333,95.20505,0.044129808,1.0163264,11.316999,3.1995003
Africa,,2008,1799.118,956.9722,1180.7251,96.96208,0.062506974,1.3119144,13.004,3.3222678
Africa,,2009,1870.0795,941.2384,1176.0021,99.56687,0.08354463,1.5895555,12.806,3.6504948
Africa,,2010,1958.0597,981.41986,1167.1664,107.687065,0.20111556,2.2847242,13.526999,3.8558366
Africa,,2011,1958.3862,1061.5934,1149.0251,110.73344,0.58679986,2.3878222,12.902,3.9865716
Africa,,2012,2105.0354,1147.4296,1120.1858,110.881065,0.94917136,2.5177002,12.967434,4.306773
Africa,,2013,2203.0942,1170.0558,1132.1521,117.32104,0.73769605,3.595774,14.105998,4.622147
Africa,,2014,2253.4895,1202.3505,1185.7092,124.171074,1.8555973,5.0624056,13.794,5.632845
Africa,,2015,2320.0535,1307.7611,1123.2714,120.966484,3.5459864,8.912966,12.237,7.2229776
Africa,,2016,2315.4639,1350.4667,1191.6321,119.33239,5.258691,11.178679,15.026,7.3167644
Africa,,2017,2349.5767,1455.7446,1192.7725,125.53052,6.9112763,13.613888,14.193,7.5359426
Africa,,2018,2337.529,1553.0098,1170.1365,134.4142,8.334139,14.764321,11.58,8.222502
Africa,,2019,2364.799,1576.5094,1239.35,137.83789,11.032807,19.283148,13.252,8.306
Africa,,2020,2145.362,1541.8435,1199.677,147.40895,15.181535,19.111317,9.903,7.996047
Africa,,2021,2333.0635,1765.4915,1204.3943,155.50735,17.457838,22.960455,12.355,8.062824
Africa,,2022,2468.4685,1753.9181,1150.9288,161.92616,17.226694,24.724098,10.1,8.470694
Africa,,2023,2474.7007,1790.8177,1179.417,167.11745,18.962694,28.409922,8.1,9.731144
Africa,,2024,2543.7734,1780.349,1194.9971,170.07578,20.86424,29.071463,7.8,10.793401
Africa (EI),,1965,341.07257,9.57193,323.49615,13.905635,0,0,0,0
Africa (EI),,1966,369.46457,10.6980915,323.12222,15.510004,0,0,0,0
Africa (EI),,1967,368.28156,10.573844,330.2916,16.190636,0,0,0,0
Africa (EI),,1968,389.57162,10.717145,343.51288,18.938341,0,0,0,0
Africa (EI),,1969,397.3726,12.520175,346.64288,22.10089,0,0,0,0
Africa (EI),,1970,434.28757,15.5485,360.75693,27.63043,0,0,0,0
Africa (EI),,1971,472.22516,18.405264,383.0123,26.013391,0,0,0,0.164
Africa (EI),,1972,509.09583,24.670658,384.21082,29.633196,0,0,0,0.165
Africa (EI),,1973,549.6427,39.551792,408.91034,31.345707,0,0,0,0.17
Africa (EI),,1974,570.538,44.518486,425.6462,35.667076,0,0,0,0.175
Africa (EI),,1975,598.6075,53.63838,451.0805,37.71797,0,0,0,0.172
Africa (EI),,1976,651.3652,60.98139,481.07416,41.797634,0,0,0,0.185
Africa (EI),,1977,692.9117,68.23419,491.69846,45.92877,0,0,0,0.189
Africa (EI),,1978,730.7279,97.369896,477.8156,46.30694,0,0,0,0.195
Africa (EI),,1979,770.22455,148.84282,507.24698,49.56523,0,0,0,0.201
Africa (EI),,1980,818.9584,186.91397,543.55707,48.311783,0,0,0,0.207
Africa (EI),,1981,887.7277,228.49115,635.79877,50.192905,0,0,0,0.218
Africa (EI),,1982,930.6774,246.73354,701.17584,50.206238,0,0,0,0.236
Africa (EI),,1983,964.2179,271.27536,713.2461,45.24716,0,0,0,0.23
Africa (EI),,1984,978.6124,259.9028,762.8979,44.489975,0,0,3.925,0.234
Africa (EI),,1985,1003.6883,278.84274,787.1659,49.449684,0,0,5.315,0.269
Africa (EI),,1986,979.9832,313.27118,805.356,51.145374,0,0,8.803,0.659
Africa (EI),,1987,1037.7959,323.38437,828.3197,49.05646,0,0,6.167,0.658
Africa (EI),,1988,1081.3895,358.44455,890.1608,53.593456,0,0,10.493,0.626
Africa (EI),,1989,1117.3824,371.47104,835.6209,56.276215,0,0,11.099,0.617
Africa (EI),,1990,1138.2854,398.6454,877.6783,57.254658,0,0,8.449,0.80574995
Africa (EI),,1991,1142.5394,401.6356,853.76215,60.65149,0,0,9.144,0.8217477
Africa (EI),,1992,1162.5455,421.27026,858.8311,57.86029,0,0,9.288,0.85394657
Africa (EI),,1993,1175.4089,412.64398,871.7139,56.682507,0,0.002,7.255,0.94937193
Africa (EI),,1994,1213.8041,431.82797,894.4478,57.59605,0,0.0054,9.697,0.84669536
Africa (EI),,1995,1253.9824,461.2435,922.4713,59.75028,0,0.0063,11.301,1.028464
Africa (EI),,1996,1282.5608,484.19174,935.2283,62.29786,0,0.0071,11.775,1.2678369
Africa (EI),,1997,1322.649,474.47556,959.0191,63.831898,0,0.0072,12.647,1.3963903
Africa (EI),,1998,1351.2659,499.337,937.039,66.654884,0,0.0076,13.601,1.724236
Africa (EI),,1999,1400.9159,504.01962,966.0107,70.684265,0,0.0198,12.837,1.7097833
Africa (EI),,2000,1408.781,556.8223,963.7305,75.30208,0.012091,0.1755,13.01,2.2749128
Africa (EI),,2001,1431.3003,634.63617,975.9263,80.910614,0.015053,0.41558,10.719,2.3482146
Africa (EI),,2002,1465.1776,670.63605,934.42163,85.06818,0.016457712,0.443584,11.990999,2.3121176
Africa (EI),,2003,1499.0969,711.5361,1017.0484,82.617035,0.019282296,0.535599,12.662999,2.6455586
Africa (EI),,2004,1569.3588,830.44904,1119.162,87.22669,0.02325488,0.7682815,13.365123,3.0130265
Africa (EI),,2005,1643.527,808.0279,1039.073,88.84313,0.027105464,0.7803882,11.292654,3.0694032
Africa (EI),,2006,1669.9397,843.7478,1054.0972,92.05469,0.03509121,0.852607,10.025999,3.8381698
Africa (EI),,2007,1727.311,900.4146,1071.6333,95.20505,0.044129808,1.0163264,11.316999,3.1995003
Africa (EI),,2008,1799.118,956.9722,1180.7251,96.96208,0.062506974,1.3119144,13.004,3.3222678
Africa (EI),,2009,1870.0795,941.2384,1176.0021,99.56687,0.08354463,1.5895555,12.806,3.6504948
Africa (EI),,2010,1958.0597,981.41986,1167.1664,107.687065,0.20111556,2.2847242,13.526999,3.8558366
Africa (EI),,2011,1958.3862,1061.5934,1149.0251,110.73344,0.58679986,2.3878222,12.902,3.9865716
Africa (EI),,2012,2105.0354,1147.4296,1120.1858,110.881065,0.94917136,2.5177002,12.967434,4.306773
Africa (EI),,2013,2203.0942,1170.0558,1132.1521,117.32104,0.73769605,3.595774,14.105998,4.622147
Africa (EI),,2014,2253.4895,1202.3505,1185.7092,124.171074,1.8555973,5.0624056,13.794,5.632845
Africa (EI),,2015,2320.0535,1307.7611,1123.2714,120.966484,3.5459864,8.912966,12.237,7.2229776
Africa (EI),,2016,2315.4639,1350.4667,1191.6321,119.33239,5.258691,11.178679,15.026,7.3167644
Africa (EI),,2017,2349.5767,1455.7446,1192.7725,125.53052,6.9112763,13.613888,14.193,7.5359426
Africa (EI),,2018,2337.529,1553.0098,1170.1365,134.4142,8.334139,14.764321,11.58,8.222502
Africa (EI),,2019,2364.799,1576.5094,1239.35,137.83789,11.032807,19.283148,13.252,8.306
Africa (EI),,2020,2145.362,1541.8435,1199.677,147.40895,15.181535,19.111317,9.903,7.996047
Africa (EI),,2021,2333.0635,1765.4915,1204.3943,155.50735,17.457838,22.960455,12.355,8.062824
Africa (EI),,2022,2468.4685,1753.9181,1150.9288,161.92616,17.226694,24.724098,10.1,8.470694
Africa (EI),,2023,2474.7007,1790.8177,1179.417,167.11745,18.962694,28.409922,8.1,9.731144
Africa (EI),,2024,2543.7734,1780.349,1194.9971,170.07578,20.86424,29.071463,7.8,10.793401
Algeria,DZA,1965,15.4052515,7.4305,0.81409997,0.4,0,0,0,0
Algeria,DZA,1966,20.272705,7.71925,0.79084,0.355,0,0,0,0
Algeria,DZA,1967,18.942032,7.48825,0.60476,0.41,0,0,0,0
Algeria,DZA,1968,20.167301,7.87325,0.63965,0.563,0,0,0,0
Algeria,DZA,1969,21.305931,10.351687,0.81409997,0.361,0,0,0,0
Algeria,DZA,1970,24.34768,9.730875,0.96528995,0.58,0,0,0,0
Algeria,DZA,1971,27.44005,11.0494995,0.26749,0.33,0,0,0,0
Algeria,DZA,1972,30.121414,12.830126,0.23259999,0.495,0,0,0,0
Algeria,DZA,1973,32.900345,17.859186,0.26749,0.752,0,0,0,0
Algeria,DZA,1974,36.54384,20.6745,0.22096999,0.497,0,0,0,0
Algeria,DZA,1975,40.63067,28.49,0.27912,0.328,0,0,0,0
Algeria,DZA,1976,46.71773,33.6875,0.54661,0.389,0,0,0,0
Algeria,DZA,1977,52.806496,35.901253,0.70943,0.269,0,0,0,0
Algeria,DZA,1978,54.607944,57.65375,0.36053002,0.25,0,0,0,0
Algeria,DZA,1979,65.31862,81.52375,0.83736,0.291,0,0,0,0
Algeria,DZA,1980,66.20243,109.43625,0.74432,0.257,0,0,0,0
Algeria,DZA,1981,71.323074,142.25749,0.52335,0.366,0,0,0,0
Algeria,DZA,1982,75.57342,161.41125,9.711049,0.479,0,0,0,0
Algeria,DZA,1983,84.89242,176.71501,8.66435,0.235,0,0,0,0
Algeria,DZA,1984,94.00201,155.25125,9.60638,0.452,0,0,0,0
Algeria,DZA,1985,96.5538,153.8075,10.025061,0.646,0,0,0,0
Algeria,DZA,1986,98.021255,168.4375,10.29255,0.25,0,0,0,0
Algeria,DZA,1987,99.10052,172.2875,12.30454,0.499,0,0,0,0
Algeria,DZA,1988,99.1726,194.13625,11.57185,0.183,0,0,0,0
Algeria,DZA,1989,103.93666,182.68251,9.78083,0.226,0,0,0,0
Algeria,DZA,1990,111.811615,195.09875,7.6641703,0.135,0,0,0,0
Algeria,DZA,1991,110.627785,192.69249,7.9084,0.293,0,0,0,0
Algeria,DZA,1992,111.292656,198.94875,9.397039,0.199,0,0,0,0
Algeria,DZA,1993,110.754875,178.54375,7.6525397,0.353,0,0,0,0
Algeria,DZA,1994,106.050896,188.16875,7.2106,0.166,0,0,0,0
Algeria,DZA,1995,103.14229,202.22125,7.2106,0.193,0,0,0,0
Algeria,DZA,1996,98.42208,207.7075,3.3959599,0.135,0,0,0,0
Algeria,DZA,1997,97.64342,194.04001,5.95456,0.075,0,0,0,0
Algeria,DZA,1998,100.65875,200.68126,6.37324,0.215,0,0,0,0
Algeria,DZA,1999,98.898346,205.10875,6.8268104,0.203,0,0,0,0
Algeria,DZA,2000,103.13248,191.01294,5.64055,0.054,0,0,0,0
Algeria,DZA,2001,106.77533,197.32211,6.5127997,0.069,0,0,0,0
Algeria,DZA,2002,118.397224,194.83888,8.54805,0.057,0,0,0,0
Algeria,DZA,2003,123.17412,205.93169,7.04778,0.265,0,0,0,0
Algeria,DZA,2004,128.74683,211.89919,8.40849,0.251,0,0,0,0
Algeria,DZA,2005,134.21338,223.55988,6.9082203,0.5553,0,0,0,0
Algeria,DZA,2006,139.84572,228.4975,10.25766,0.2176,0,0,0,0
Algeria,DZA,2007,156.39,233.80682,8.80391,0.226,0,0,0,0
Algeria,DZA,2008,169.91591,244.04189,8.80391,0.283,0,0,0,0
Algeria,DZA,2009,180.13443,262.1176,5.65218,0.342,0,0,0,0
Algeria,DZA,2010,181.61191,253.27226,3.6053,0.173,0.0091,0,0,0
Algeria,DZA,2011,192.22765,267.9696,3.19825,0.378,0.01811875,0,0,0
Algeria,DZA,2012,204.39526,298.74075,3.3959599,0.389,0.026723014,0,0,0
Algeria,DZA,2013,213.57639,321.21512,1.83754,0.099,0.0286,0,0,0
Algeria,DZA,2014,221.92514,360.91824,2.08177,0.193,0.06,0.001,0,0
Algeria,DZA,2015,236.14848,379.225,1.5467899,0.145,0.058,0.019,0,0
Algeria,DZA,2016,229.56384,385.9625,0.56987,0.072,0.245,0.019052055,0,0
Algeria,DZA,2017,225.51212,394.625,2.11666,0.056,0.504,0.019,0,0
Algeria,DZA,2018,227.7859,434.08752,5.815,0.117,0.603,0.01,0,0
Algeria,DZA,2019,236.9513,450.54623,4.80319,0.152,0.615,0.01,0,0
Algeria,DZA,2020,211.92545,433.50037,1.52353,0.0496,0.685,0.0077,0,0
Algeria,DZA,2021,221.2037,481.52914,3.10521,0.0093,0.664,0.0105,0,0
Algeria,DZA,2022,226.91005,503.38748,2.17481,0.016,0.649,0.016,0,0
Algeria,DZA,2023,238.2033,542.33026,2.10503,0.029,0.684,0.016,0,0
Algeria,DZA,2024,250.97054,505.4759,1.7369871,0.05118,0.685874,0.016043836,0,0
Angola,AGO,1965,,,,,,,0,
Angola,AGO,1966,,,,,,,0,
Angola,AGO,1967,,,,,,,0,
Angola,AGO,1968,,,,,,,0,
Angola,AGO,1969,,,,,,,0,
Angola,AGO,1970,,,,,,,0,
Angola,AGO,1971,,,,,,,0,
Angola,AGO,1972,,,,,,,0,
Angola,AGO,1973,,,,,,,0,
Angola,AGO,1974,,,,,,,0,
Angola,AGO,1975,,,,,,,0,
Angola,AGO,1976,,,,,,,0,
Angola,AGO,1977,,,,,,,0,
Angola,AGO,1978,,,,,,,0,
Angola,AGO,1979,,,,,,,0,
Angola,AGO,1980,,,,,,,0,
Angola,AGO,1981,,,,,,,0,
Angola,AGO,1982,,,,,,,0,
Angola,AGO,1983,,,,,,,0,
Angola,AGO,1984,,,,,,,0,
Angola,AGO,1985,,,,,,,0,
Angola,AGO,1986,,,,,,,0,
Angola,AGO,1987,,,,,,,0,
Angola,AGO,1988,,,,,,,0,
Angola,AGO,1989,,,,,,,0,
Angola,AGO,1990,,,,,,,0,
Angola,AGO,1991,,,,,,,0,
Angola,AGO,1992,,,,,,,0,
Angola,AGO,1993,,,,,,,0,
Angola,AGO,1994,,,,,,,0,
Angola,AGO,1995,,,,,,,0,
Angola,AGO,1996,,,,,,,0,
Angola,AGO,1997,,,,,,,0,
Angola,AGO,1998,,,,,,,0,
Angola,AGO,1999,,,,,,,0,
Angola,AGO,2000,,,,,,,0,
Angola,AGO,2001,,,,,,,0,
Angola,AGO,2002,,,,,,,0,
Angola,AGO,2003,,,,,,,0,
Angola,AGO,2004,,,,,,,0,
Angola,AGO,2005,,,,,,,0,
Angola,AGO,2006,,,,,,,0,
Angola,AGO,2007,,,,,,,0,
Angola,AGO,2008,,,,,,,0,
Angola,AGO,2009,,,,,,,0,
Angola,AGO,2010,,,,,,,0,
Angola,AGO,2011,,,,,,,0,
Angola,AGO,2012,,,,,,,0,
Angola,AGO,2013,,,,,,,0,
Angola,AGO,2014,,,,,,,0,
Angola,AGO,2015,,,,,,,0,
Angola,AGO,2016,,,,,,,0,
Angola,AGO,2017,,,,,,,0,
Angola,AGO,2018,,,,,,,0,
Angola,AGO,2019,,,,,,,0,
Angola,AGO,2020,,,,,,,0,
Angola,AGO,2021,,,,,,,0,
Angola,AGO,2022,,,,,,,0,
Angola,AGO,2023,,,,,,,0,
Angola,AGO,2024,,,,,,,0,
Argentina,ARG,1965,275.2159,41.234,8.4550495,1.2251163,0,0,0,0
Argentina,ARG,1966,283.8763,44.6572,6.971818,1.2409302,0,0,0,0
Argentina,ARG,1967,290.73495,46.699448,7.840397,1.2706977,0,0,0,0
Argentina,ARG,1968,296.7972,51.999577,7.6190352,1.4976745,0,0,0,0
Argentina,ARG,1969,308.01144,51.805077,9.12217,1.3432558,0,0,0,0
Argentina,ARG,1970,278.4355,58.544502,11.722599,1.5571272,0,0,0,0.05624185
Argentina,ARG,1971,296.50113,63.202774,10.277542,1.5461483,0,0,0,0.05899074
Argentina,ARG,1972,295.18622,70.92443,8.651295,1.5026463,0,0,0,0.07602739
Argentina,ARG,1973,297.19867,80.70778,9.496523,2.9974296,0,0,0,0.05997025
Argentina,ARG,1974,297.124,85.4244,11.825922,4.994663,0,0,1.036,0.06100323
Argentina,ARG,1975,280.82806,87.525,11.51094,5.1947746,0,0,2.517,0.063990325
Argentina,ARG,1976,290.2354,98.51425,11.642586,5.014902,0,0,2.572,0.060962547
Argentina,ARG,1977,305.6577,102.890495,11.008503,5.7667804,0,0,1.637,0.064003065
Argentina,ARG,1978,299.6695,100.070244,13.419195,7.7466183,0,0,2.896,0.06397281
Argentina,ARG,1979,320.9211,102.890495,12.501674,10.656913,0,0,2.692,0.09498376
Argentina,ARG,1980,298.28055,112.12925,11.144589,15.140881,0,0,2.34,0.09901763
Argentina,ARG,1981,279.43146,117.18625,10.560468,14.684794,0,0,2.816,0.08701801
Argentina,ARG,1982,268.86057,133.13525,10.666077,17.592196,0,0,1.87,0.1149734
Argentina,ARG,1983,273.41653,143.152,9.679963,18.41851,0,0,3.405,0.15497561
Argentina,ARG,1984,260.50323,152.39075,7.1852236,19.877867,0,0,4.641,0.11498845
Argentina,ARG,1985,241.9803,155.69725,10.599606,20.653124,0,0,5.766,0.12000641
Argentina,ARG,1986,250.56905,168.24251,12.109349,21.030247,0,0,5.711,0.123990245
Argentina,ARG,1987,267.40317,168.33974,13.439672,21.912518,0,0,6.465,0.1059863
Argentina,ARG,1988,269.00543,196.6395,13.772349,15.259144,0,0,5.798,0.12296129
Argentina,ARG,1989,247.01988,206.559,14.902768,13.187393,0,0,5.039,0.10600155
Argentina,ARG,1990,230.57684,197.32025,12.266132,17.713175,0,0,7.281,0.13302182
Argentina,ARG,1991,241.39496,200.9185,10.794012,15.869253,0,0,7.756,0.1310081
Argentina,ARG,1992,253.73552,217.2565,12.168164,19.16509,0,0,7.081,0.12998593
Argentina,ARG,1993,248.76807,229.41275,8.069987,23.768307,0,0,7.75,0.09599508
Argentina,ARG,1994,263.91055,235.83125,7.0651073,27.286676,0,0,8.235,0.0990044
Argentina,ARG,1995,261.95877,262.47775,7.4141526,26.503681,0,0,7.066,0.119016126
Argentina,ARG,1996,261.80048,301.18326,7.766816,22.471685,0,0.009618,7.459,0.22302064
Argentina,ARG,1997,279.52618,277.55148,6.127714,27.924665,0,0.014592,7.961,0.17875852
Argentina,ARG,1998,289.11743,296.70975,8.23741,26.475504,0.000017,0.032541,7.453,0.20689325
Argentina,ARG,1999,296.58893,314.701,9.885469,21.396791,0.000026,0.034781,7.106,0.26199996
Argentina,ARG,2000,269.79562,322.96722,7.5126476,28.575241,0.000036,0.034758,6.177,0.3860283
Argentina,ARG,2001,250.16501,302.35025,6.1568522,36.580173,0.000043,0.049361,7.059,0.36299825
Argentina,ARG,2002,236.54623,294.37576,4.5862966,35.778835,0.000047,0.073405,5.821,0.5299802
Argentina,ARG,2003,240.75447,336.2905,5.593865,33.800575,0.000065,0.077954,7.566,0.88059855
Argentina,ARG,2004,261.0261,368.09128,9.519819,30.462402,0.00007,0.072446,7.869,0.86751235
Argentina,ARG,2005,272.52386,392.89,10.961645,34.216137,0.000081,0.07171966,6.873,0.9164998
Argentina,ARG,2006,286.84134,406.505,9.9238205,38.015213,0.00009,0.06964,7.721,1.046309
Argentina,ARG,2007,316.03925,427.12198,14.360361,31.22015,0.0001089,0.061593,7.254,1.0708514
Argentina,ARG,2008,318.08936,431.88724,17.51607,31.199696,0.0001437,0.04195108,7.394,1.2059801
Argentina,ARG,2009,301.67108,418.3556,9.620938,34.618187,0.000076084,0.036831528,8.183,1.1889358
Argentina,ARG,2010,325.73422,420.87415,13.47208,33.35991,0.00008589,0.025351606,7.21,1.3773632
Argentina,ARG,2011,338.19656,438.3979,14.618646,31.18693,0.001614,0.02659055,6.4,1.3895167
Argentina,ARG,2012,360.93686,456.6421,13.669181,29.1644,0.008172967,0.369862,6.402,1.4531035
Argentina,ARG,2013,410.6305,460.27692,14.939303,32.771378,0.015074079,0.45335487,6.207,1.5269085
Argentina,ARG,2014,393.0657,461.5498,15.891717,32.416695,0.015944,0.619491,5.514,1.482826
Argentina,ARG,2015,400.8621,466.5257,15.81413,32.33747,0.014683,0.593335,7.039,1.4873712
Argentina,ARG,2016,389.2025,482.10013,12.188642,29.752789,0.014273,0.547359,8.285,1.17702
Argentina,ARG,2017,377.06842,483.00027,12.525288,31.594284,0.016417,0.611567,6.088,1.4616984
Argentina,ARG,2018,356.3348,487.0214,13.709148,32.278667,0.10813,1.412743,6.872,1.4172236
Argentina,ARG,2019,320.13205,465.58917,8.123962,27.504503,0.79969794,4.9959664,8.442,1.4756514
Argentina,ARG,2020,282.3385,439.31247,10.015325,23.6697,1.344358,9.410639,10.01088,2.1995268
Argentina,ARG,2021,340.6155,459.3407,14.052402,19.648005,2.202619,12.93755,10.169694,2.2536683
Argentina,ARG,2022,383.51245,458.53778,14.891581,22.76959,2.940079,14.164993,7.469154,2.3980842
Argentina,ARG,2023,370.75543,449.4753,13.303794,31.493406,3.279348,14.478626,8.963021,2.4036036
Argentina,ARG,2024,339.03214,456.22565,9.952372,29.668793,3.9653625,16.167492,10.449016,2.63437
Asia,,1965,2249.215,94.06829,2604.7842,142.90587,0,0,0.025,0.1
Asia,,1966,2581.3262,108.518105,2753.7832,149.04556,0,0,0.584,0.122
Asia,,1967,2914.7913,126.20213,2667.211,139.2507,0,0,0.629,0.173
Asia,,1968,3263.2776,148.6373,2708.1685,154.78128,0,0,1.044,0.179
Asia,,1969,3828.2593,183.46782,3056.8274,160.68423,0,0,1.8067815,0.178
Asia,,1970,4448.1787,218.32819,3440.9536,164.48134,0,0,5.889142,0.40870398
Asia,,1971,4877.737,249.00731,3699.0317,179.92075,0,0,9.030882,0.39761102
Asia,,1972,5359.248,276.8038,3842.575,186.07146,0,0,10.606947,0.42359102
Asia,,1973,6035.336,338.35263,3932.5076,172.98293,0,0,12.040442,0.450998
Asia,,1974,5968.0273,400.50275,4027.638,197.01353,0,0,22.028023,0.514547
Asia,,1975,6064.072,459.15326,4352.3564,212.23686,0,0,27.878286,0.598507
Asia,,1976,6553.718,511.22635,4453.9956,218.30035,0,0,37.25213,0.528553
Asia,,1977,6917.457,619.9248,4754.6685,214.44467,0,0,34.008232,0.752774
Asia,,1978,7268.8726,733.8824,4987.2344,225.85852,0,0,66.738045,0.967644
Asia,,1979,7446.092,894.37683,5233.94,244.19711,0,0,82.273636,1.881672
Asia,,1980,7003.635,932.26636,5541.4194,261.64688,0,0,96.79505,3.27229
Asia,,1981,6928.203,957.2912,5723.564,279.014,0,0,104.019165,5.1587167
Asia,,1982,6931.045,1022.44794,5951.4644,276.3654,0,0,121.65146,13.786909
Asia,,1983,7244.8315,1100.335,6326.9673,289.0298,0,0,145.50966,15.969758
Asia,,1984,7399.0015,1352.9961,6892.806,289.70355,0,0,175.0158,17.504143
Asia,,1985,8200.466,2157.7676,7993.0044,343.2243,0,0,215.2147,18.657616
Asia,,1986,8378.057,2427.471,8322.276,345.8456,0,0,228.92137,19.51379
Asia,,1987,8769.788,2586.5627,8908.044,358.31586,0,0,271.00443,19.845085
Asia,,1988,9369.528,2777.177,9504.191,411.7108,0,0,255.73271,21.403158
Asia,,1989,9777.934,3012.6265,9890.94,421.20438,0,0,266.97534,23.120253
Asia,,1990,10285.836,3132.3713,10082.525,444.1334,0.004,0.033323232,287.1385,18.888407
Asia,,1991,10685.878,3316.2598,10483.272,449.0279,0.004,0.12300091,306.66714,19.281645
Asia,,1992,11305.446,3529.3784,10810.011,452.2898,0.0155,0.22078313,314.83002,19.539099
Asia,,1993,11764.931,3513.7244,11308.551,502.6904,0.028500002,0.3098508,348.87616,19.352427
Asia,,1994,12373.638,3796.9954,11852.272,498.7056,0.036,0.578078,372.4386,22.948118
Asia,,1995,12971.222,4033.9558,12032.314,538.362,0.049510103,1.1145912,410.58524,27.582012
Asia,,1996,13536.183,4316.742,12537.888,534.7571,0.0725606,0.9768788,433.6919,28.024805
Asia,,1997,14186.285,4538.376,12547.064,532.8737,0.11636545,1.1958565,461.36017,31.625063
Asia,,1998,13918.754,4738.891,12526.393,564.6518,0.16731885,1.4579805,480.0706,33.707966
Asia,,1999,14333.619,5115.054,12835.338,550.013,0.24566661,2.029756,488.14014,36.991817
Asia,,2000,14925.476,5395.2324,13339.104,566.6277,0.38029945,2.382639,502.04428,40.65219
Asia,,2001,15062.202,5743.8105,13965.954,611.5794,0.55250144,3.2005215,508.59094,41.570663
Asia,,2002,15434.177,6092.3145,15044.008,633.4446,0.76870644,3.4702802,521.57166,42.961353
Asia,,2003,16057.086,6501.5645,17211.541,658.2237,1.0510256,4.594285,464.0274,44.86808
Asia,,2004,17079.238,7001.473,19374.244,775.40753,1.388442,8.149257,532.41144,47.42509
Asia,,2005,17395.297,7522.11,22016.176,803.4804,1.7651725,10.250758,555.8581,53.135353
